Id,date,OT
206,7/9/2016 14:00,31.65600014
207,7/9/2016 15:00,32.28900146
208,7/9/2016 16:00,32.85200119
209,7/9/2016 17:00,32.07799911
210,7/9/2016 18:00,31.86700058
211,7/9/2016 19:00,31.375
212,7/9/2016 20:00,30.88199997
213,7/9/2016 21:00,30.88199997
214,7/9/2016 22:00,29.96800041
215,7/9/2016 23:00,29.96800041
216,7/10/2016 0:00,29.47500038
217,7/10/2016 1:00,29.33499908
218,7/10/2016 2:00,29.82699966
219,7/10/2016 3:00,29.12400055
220,7/10/2016 4:00,28.56100082
221,7/10/2016 5:00,28.63100052
222,7/10/2016 6:00,27.78700066
223,7/10/2016 7:00,27.50600052
224,7/10/2016 8:00,28.06800079
225,7/10/2016 9:00,29.61599922
226,7/10/2016 10:00,29.47500038
227,7/10/2016 11:00,29.0529995
228,7/10/2016 12:00,29.47500038
229,7/10/2016 13:00,29.12400055
230,7/10/2016 14:00,29.68600082
231,7/10/2016 15:00,31.02300072
232,7/10/2016 16:00,31.16399956
233,7/10/2016 17:00,30.67099953
234,7/10/2016 18:00,29.96800041
235,7/10/2016 19:00,30.17900085
236,7/10/2016 20:00,29.47500038
237,7/10/2016 21:00,29.40500069
238,7/10/2016 22:00,28.20899963
239,7/10/2016 23:00,29.12400055
240,7/11/2016 0:00,28.56100082
241,7/11/2016 1:00,29.19400024
242,7/11/2016 2:00,28.56100082
243,7/11/2016 3:00,29.26399994
244,7/11/2016 4:00,29.0529995
245,7/11/2016 5:00,28.91300011
246,7/11/2016 6:00,29.82699966
247,7/11/2016 7:00,29.82699966
248,7/11/2016 8:00,29.19400024
249,7/11/2016 9:00,30.88199997
250,7/11/2016 10:00,31.23399925
251,7/11/2016 11:00,32.21900177
252,7/11/2016 12:00,32.99300003
253,7/11/2016 13:00,33.9070015
254,7/11/2016 14:00,34.75099945
255,7/11/2016 15:00,34.75099945
256,7/11/2016 16:00,34.8219986
257,7/11/2016 17:00,34.89199829
258,7/11/2016 18:00,33.34400177
259,7/11/2016 19:00,31.65600014
260,7/11/2016 20:00,33.48500061
261,7/11/2016 21:00,32.64099884
262,7/11/2016 22:00,32.5
263,7/11/2016 23:00,33.06299973
264,7/12/2016 0:00,33.48500061
265,7/12/2016 1:00,33.69599915
266,7/12/2016 2:00,33.55599976
267,7/12/2016 3:00,33.34400177
268,7/12/2016 4:00,32.99300003
269,7/12/2016 5:00,33.34400177
270,7/12/2016 6:00,33.9070015
271,7/12/2016 7:00,33.20399857
272,7/12/2016 8:00,34.18899918
273,7/12/2016 9:00,35.9469986
274,7/12/2016 10:00,36.36899948
275,7/12/2016 11:00,36.08800125
276,7/12/2016 12:00,36.08800125
277,7/12/2016 13:00,36.22900009
278,7/12/2016 14:00,38.4090004
279,7/12/2016 15:00,39.60499954
280,7/12/2016 16:00,40.09799957
281,7/12/2016 17:00,40.52000046
282,7/12/2016 18:00,37.84700012
283,7/12/2016 19:00,37.35400009
284,7/12/2016 20:00,36.01800156
285,7/12/2016 21:00,36.15800095
286,7/12/2016 22:00,36.01800156
287,7/12/2016 23:00,36.22900009
288,7/13/2016 0:00,36.50999832
289,7/13/2016 1:00,36.72100067
290,7/13/2016 2:00,36.58000183
291,7/13/2016 3:00,37.70600128
292,7/13/2016 4:00,37.70600128
293,7/13/2016 5:00,37.63600159
294,7/13/2016 6:00,37.00299835
295,7/13/2016 7:00,38.54999924
296,7/13/2016 8:00,38.05799866
297,7/13/2016 9:00,37.00299835
298,7/13/2016 10:00,37.00299835
299,7/13/2016 11:00,29.82699966
300,7/13/2016 12:00,32.85200119
301,7/13/2016 13:00,36.15800095
302,7/13/2016 14:00,35.80699921
303,7/13/2016 15:00,37.77600098
304,7/13/2016 16:00,39.53499985
305,7/13/2016 17:00,38.26900101
306,7/13/2016 18:00,34.75099945
307,7/13/2016 19:00,33.76699829
308,7/13/2016 20:00,32.85200119
309,7/13/2016 21:00,33.13299942
310,7/13/2016 22:00,34.32899857
311,7/13/2016 23:00,35.38499832
312,7/14/2016 0:00,34.54000092
313,7/14/2016 1:00,32.71099854
314,7/14/2016 2:00,33.9070015
315,7/14/2016 3:00,34.68099976
316,7/14/2016 4:00,35.66600037
317,7/14/2016 5:00,34.47000122
318,7/14/2016 6:00,35.31399918
319,7/14/2016 7:00,33.8370018
320,7/14/2016 8:00,35.8769989
321,7/14/2016 9:00,35.52500153
322,7/14/2016 10:00,36.58000183
323,7/14/2016 11:00,37.35400009
324,7/14/2016 12:00,34.61100006
325,7/14/2016 13:00,33.8370018
326,7/14/2016 14:00,33.20399857
327,7/14/2016 15:00,34.68099976
328,7/14/2016 16:00,36.72100067
329,7/14/2016 17:00,34.75099945
330,7/14/2016 18:00,24.90299988
331,7/14/2016 19:00,32.85200119
332,7/14/2016 20:00,33.13299942
333,7/14/2016 21:00,29.96800041
334,7/14/2016 22:00,30.38999939
335,7/14/2016 23:00,31.375
336,7/15/2016 0:00,31.30400085
337,7/15/2016 1:00,32.64099884
338,7/15/2016 2:00,33.34400177
339,7/15/2016 3:00,33.34400177
340,7/15/2016 4:00,34.61100006
341,7/15/2016 5:00,33.9070015
342,7/15/2016 6:00,34.54000092
343,7/15/2016 7:00,35.38499832
344,7/15/2016 8:00,34.32899857
345,7/15/2016 9:00,31.58600044
346,7/15/2016 10:00,31.375
347,7/15/2016 11:00,30.74200058
348,7/15/2016 12:00,31.58600044
349,7/15/2016 13:00,31.375
350,7/15/2016 14:00,31.02300072
351,7/15/2016 15:00,25.81699944
352,7/15/2016 16:00,24.90299988
353,7/15/2016 17:00,18.00900078
354,7/15/2016 18:00,22.44099998
355,7/15/2016 19:00,16.88299942
356,7/15/2016 20:00,22.0890007
357,7/15/2016 21:00,24.1989994
358,7/15/2016 22:00,25.74699974
359,7/15/2016 23:00,26.52099991
360,7/16/2016 0:00,26.94300079
361,7/16/2016 1:00,27.36499977
362,7/16/2016 2:00,28.35000038
363,7/16/2016 3:00,28.06800079
364,7/16/2016 4:00,28.35000038
365,7/16/2016 5:00,27.9279995
366,7/16/2016 6:00,27.71699905
367,7/16/2016 7:00,29.89699936
368,7/16/2016 8:00,30.17900085
369,7/16/2016 9:00,31.44499969
370,7/16/2016 10:00,33.20399857
371,7/16/2016 11:00,33.41500092
372,7/16/2016 12:00,32.71099854
373,7/16/2016 13:00,32.85200119
374,7/16/2016 14:00,33.20399857
375,7/16/2016 15:00,34.04800034
376,7/16/2016 16:00,35.52500153
377,7/16/2016 17:00,34.47000122
378,7/16/2016 18:00,35.59600067
379,7/16/2016 19:00,33.62599945
380,7/16/2016 20:00,32.14899826
381,7/16/2016 21:00,32.00799942
382,7/16/2016 22:00,31.72599983
383,7/16/2016 23:00,30.88199997
384,7/17/2016 0:00,31.30400085
385,7/17/2016 1:00,31.23399925
386,7/17/2016 2:00,31.72599983
387,7/17/2016 3:00,31.23399925
388,7/17/2016 4:00,31.86700058
389,7/17/2016 5:00,32.21900177
390,7/17/2016 6:00,31.72599983
391,7/17/2016 7:00,32.28900146
392,7/17/2016 8:00,34.25899887
393,7/17/2016 9:00,33.97800064
394,7/17/2016 10:00,34.47000122
395,7/17/2016 11:00,35.24399948
396,7/17/2016 12:00,36.29899979
397,7/17/2016 13:00,36.72100067
398,7/17/2016 14:00,38.3390007
399,7/17/2016 15:00,40.02700043
400,7/17/2016 16:00,37.98699951
401,7/17/2016 17:00,39.11299896
402,7/17/2016 18:00,37.00299835
403,7/17/2016 19:00,35.24399948
404,7/17/2016 20:00,34.18899918
405,7/17/2016 21:00,33.8370018
406,7/17/2016 22:00,33.48500061
407,7/17/2016 23:00,33.48500061
408,7/18/2016 0:00,34.61100006
409,7/18/2016 1:00,33.9070015
410,7/18/2016 2:00,33.55599976
411,7/18/2016 3:00,34.89199829
412,7/18/2016 4:00,34.9620018
413,7/18/2016 5:00,34.8219986
414,7/18/2016 6:00,34.68099976
415,7/18/2016 7:00,36.58000183
416,7/18/2016 8:00,34.40000153
417,7/18/2016 9:00,36.08800125
418,7/18/2016 10:00,36.22900009
419,7/18/2016 11:00,36.29899979
420,7/18/2016 12:00,35.9469986
421,7/18/2016 13:00,37.35400009
422,7/18/2016 14:00,38.54999924
423,7/18/2016 15:00,38.05799866
424,7/18/2016 16:00,35.52500153
425,7/18/2016 17:00,35.66600037
426,7/18/2016 18:00,33.13299942
427,7/18/2016 19:00,33.62599945
428,7/18/2016 20:00,35.24399948
429,7/18/2016 21:00,33.55599976
430,7/18/2016 22:00,33.9070015
431,7/18/2016 23:00,33.69599915
432,7/19/2016 0:00,33.76699829
433,7/19/2016 1:00,33.62599945
434,7/19/2016 2:00,33.48500061
435,7/19/2016 3:00,33.13299942
436,7/19/2016 4:00,32.92200089
437,7/19/2016 5:00,31.65600014
438,7/19/2016 6:00,32.85200119
439,7/19/2016 7:00,32.21900177
440,7/19/2016 8:00,31.72599983
441,7/19/2016 9:00,32.64099884
442,7/19/2016 10:00,32.14899826
443,7/19/2016 11:00,27.50600052
444,7/19/2016 12:00,29.26399994
445,7/19/2016 13:00,31.44499969
446,7/19/2016 14:00,31.51499939
447,7/19/2016 15:00,32.07799911
448,7/19/2016 16:00,32.07799911
449,7/19/2016 17:00,33.8370018
450,7/19/2016 18:00,34.04800034
451,7/19/2016 19:00,33.69599915
452,7/19/2016 20:00,33.48500061
453,7/19/2016 21:00,32.71099854
454,7/19/2016 22:00,32.64099884
455,7/19/2016 23:00,32.43000031
456,7/20/2016 0:00,32.00799942
457,7/20/2016 1:00,31.65600014
458,7/20/2016 2:00,31.375
459,7/20/2016 3:00,31.58600044
460,7/20/2016 4:00,32.43000031
461,7/20/2016 5:00,31.79700089
462,7/20/2016 6:00,33.20399857
463,7/20/2016 7:00,34.68099976
464,7/20/2016 8:00,34.40000153
465,7/20/2016 9:00,36.93199921
466,7/20/2016 10:00,33.48500061
467,7/20/2016 11:00,33.62599945
468,7/20/2016 12:00,33.20399857
469,7/20/2016 13:00,33.27399826
470,7/20/2016 14:00,35.52500153
471,7/20/2016 15:00,35.03300095
472,7/20/2016 16:00,35.66600037
473,7/20/2016 17:00,33.69599915
474,7/20/2016 18:00,34.40000153
475,7/20/2016 19:00,36.79100037
476,7/20/2016 20:00,35.9469986
477,7/20/2016 21:00,35.38499832
478,7/20/2016 22:00,34.32899857
479,7/20/2016 23:00,35.73600006
480,7/21/2016 0:00,34.89199829
481,7/21/2016 1:00,35.31399918
482,7/21/2016 2:00,35.31399918
483,7/21/2016 3:00,35.8769989
484,7/21/2016 4:00,35.52500153
485,7/21/2016 5:00,34.47000122
486,7/21/2016 6:00,34.25899887
487,7/21/2016 7:00,37.2140007
488,7/21/2016 8:00,40.94200134
489,7/21/2016 9:00,38.76100159
490,7/21/2016 10:00,35.24399948
491,7/21/2016 11:00,33.06299973
492,7/21/2016 12:00,32.28900146
493,7/21/2016 13:00,33.20399857
494,7/21/2016 14:00,33.55599976
495,7/21/2016 15:00,35.31399918
496,7/21/2016 16:00,36.72100067
497,7/21/2016 17:00,36.86199951
498,7/21/2016 18:00,34.9620018
499,7/21/2016 19:00,37.35400009
500,7/21/2016 20:00,36.58000183
501,7/21/2016 21:00,35.03300095
502,7/21/2016 22:00,36.72100067
503,7/21/2016 23:00,36.86199951
504,7/22/2016 0:00,36.65100098
505,7/22/2016 1:00,36.15800095
506,7/22/2016 2:00,36.01800156
507,7/22/2016 3:00,35.66600037
508,7/22/2016 4:00,35.52500153
509,7/22/2016 5:00,36.86199951
510,7/22/2016 6:00,35.03300095
511,7/22/2016 7:00,38.62099838
512,7/22/2016 8:00,38.19800186
513,7/22/2016 9:00,37.2140007
514,7/22/2016 10:00,37.35400009
515,7/22/2016 11:00,37.63600159
516,7/22/2016 12:00,37.00299835
517,7/22/2016 13:00,37.49499893
518,7/22/2016 14:00,39.18299866
519,7/22/2016 15:00,39.67599869
520,7/22/2016 16:00,39.04299927
521,7/22/2016 17:00,40.16799927
522,7/22/2016 18:00,37.2140007
523,7/22/2016 19:00,39.04299927
524,7/22/2016 20:00,38.69100189
525,7/22/2016 21:00,37.2840004
526,7/22/2016 22:00,36.86199951
527,7/22/2016 23:00,37.63600159
528,7/23/2016 0:00,36.65100098
529,7/23/2016 1:00,37.84700012
530,7/23/2016 2:00,37.91699982
531,7/23/2016 3:00,36.79100037
532,7/23/2016 4:00,35.17399979
533,7/23/2016 5:00,35.17399979
534,7/23/2016 6:00,36.72100067
535,7/23/2016 7:00,38.90200043
536,7/23/2016 8:00,41.22299957
537,7/23/2016 9:00,40.73099899
538,7/23/2016 10:00,39.95700073
539,7/23/2016 11:00,37.2840004
540,7/23/2016 12:00,36.58000183
541,7/23/2016 13:00,38.83200073
542,7/23/2016 14:00,40.02700043
543,7/23/2016 15:00,41.01200104
544,7/23/2016 16:00,41.22299957
545,7/23/2016 17:00,40.37900162
546,7/23/2016 18:00,38.83200073
547,7/23/2016 19:00,39.11299896
548,7/23/2016 20:00,38.83200073
549,7/23/2016 21:00,38.4090004
550,7/23/2016 22:00,38.26900101
551,7/23/2016 23:00,38.19800186
552,7/24/2016 0:00,38.26900101
553,7/24/2016 1:00,38.4090004
554,7/24/2016 2:00,37.63600159
555,7/24/2016 3:00,37.84700012
556,7/24/2016 4:00,37.63600159
557,7/24/2016 5:00,37.70600128
558,7/24/2016 6:00,38.3390007
559,7/24/2016 7:00,40.73099899
560,7/24/2016 8:00,42.41899872
561,7/24/2016 9:00,42.63000107
562,7/24/2016 10:00,40.52000046
563,7/24/2016 11:00,39.95700073
564,7/24/2016 12:00,38.12799835
565,7/24/2016 13:00,39.95700073
566,7/24/2016 14:00,41.57500076
567,7/24/2016 15:00,44.1780014
568,7/24/2016 16:00,44.45899963
569,7/24/2016 17:00,45.44400024
570,7/24/2016 18:00,45.09199905
571,7/24/2016 19:00,41.99700165
572,7/24/2016 20:00,40.52000046
573,7/24/2016 21:00,40.37900162
574,7/24/2016 22:00,39.74599838
575,7/24/2016 23:00,40.09799957
576,7/25/2016 0:00,39.95700073
577,7/25/2016 1:00,40.73099899
578,7/25/2016 2:00,40.37900162
579,7/25/2016 3:00,39.74599838
580,7/25/2016 4:00,38.76100159
581,7/25/2016 5:00,39.11299896
582,7/25/2016 6:00,39.60499954
583,7/25/2016 7:00,41.15299988
584,7/25/2016 8:00,43.26300049
585,7/25/2016 9:00,42.8409996
586,7/25/2016 10:00,42.13800049
587,7/25/2016 11:00,39.88700104
588,7/25/2016 12:00,40.87200165
589,7/25/2016 13:00,41.64500046
590,7/25/2016 14:00,41.64500046
591,7/25/2016 15:00,43.89699936
592,7/25/2016 16:00,43.61500168
593,7/25/2016 17:00,45.65499878
594,7/25/2016 18:00,43.68500137
595,7/25/2016 19:00,41.36399841
596,7/25/2016 20:00,40.59000015
597,7/25/2016 21:00,40.6609993
598,7/25/2016 22:00,39.25400162
599,7/25/2016 23:00,40.30899811
600,7/26/2016 0:00,39.53499985
601,7/26/2016 1:00,39.04299927
602,7/26/2016 2:00,39.25400162
603,7/26/2016 3:00,38.4090004
604,7/26/2016 4:00,39.11299896
605,7/26/2016 5:00,37.2840004
606,7/26/2016 6:00,38.26900101
607,7/26/2016 7:00,40.52000046
608,7/26/2016 8:00,40.94200134
609,7/26/2016 9:00,39.11299896
610,7/26/2016 10:00,39.95700073
611,7/26/2016 11:00,38.90200043
612,7/26/2016 12:00,39.32400131
613,7/26/2016 13:00,40.02700043
614,7/26/2016 14:00,40.73099899
615,7/26/2016 15:00,42.49000168
616,7/26/2016 16:00,44.74100113
617,7/26/2016 17:00,45.02199936
618,7/26/2016 18:00,42.8409996
619,7/26/2016 19:00,41.7859993
620,7/26/2016 20:00,41.29399872
621,7/26/2016 21:00,41.22299957
622,7/26/2016 22:00,40.87200165
623,7/26/2016 23:00,40.52000046
624,7/27/2016 0:00,39.67599869
625,7/27/2016 1:00,38.4090004
626,7/27/2016 2:00,38.62099838
627,7/27/2016 3:00,37.91699982
628,7/27/2016 4:00,40.30899811
629,7/27/2016 5:00,39.81600189
630,7/27/2016 6:00,37.70600128
631,7/27/2016 7:00,40.09799957
632,7/27/2016 8:00,42.20800018
633,7/27/2016 9:00,40.02700043
634,7/27/2016 10:00,39.46500015
635,7/27/2016 11:00,38.69100189
636,7/27/2016 12:00,38.19800186
637,7/27/2016 13:00,38.76100159
638,7/27/2016 14:00,39.25400162
639,7/27/2016 15:00,41.36399841
640,7/27/2016 16:00,42.98199844
641,7/27/2016 17:00,44.66999817
642,7/27/2016 18:00,41.57500076
643,7/27/2016 19:00,39.81600189
644,7/27/2016 20:00,40.02700043
645,7/27/2016 21:00,39.74599838
646,7/27/2016 22:00,40.37900162
647,7/27/2016 23:00,39.60499954
648,7/28/2016 0:00,39.32400131
649,7/28/2016 1:00,40.30899811
650,7/28/2016 2:00,40.73099899
651,7/28/2016 3:00,41.7159996
652,7/28/2016 4:00,39.39400101
653,7/28/2016 5:00,38.62099838
654,7/28/2016 6:00,39.11299896
655,7/28/2016 7:00,41.43399811
656,7/28/2016 8:00,41.92699814
657,7/28/2016 9:00,38.19800186
658,7/28/2016 10:00,38.05799866
659,7/28/2016 11:00,38.3390007
660,7/28/2016 12:00,38.76100159
661,7/28/2016 13:00,40.37900162
662,7/28/2016 14:00,39.95700073
663,7/28/2016 15:00,43.1230011
664,7/28/2016 16:00,44.59999847
665,7/28/2016 17:00,44.95199966
666,7/28/2016 18:00,43.33399963
667,7/28/2016 19:00,41.92699814
668,7/28/2016 20:00,40.73099899
669,7/28/2016 21:00,39.95700073
670,7/28/2016 22:00,39.32400131
671,7/28/2016 23:00,38.83200073
672,7/29/2016 0:00,39.67599869
673,7/29/2016 1:00,38.4090004
674,7/29/2016 2:00,40.59000015
675,7/29/2016 3:00,38.62099838
676,7/29/2016 4:00,38.12799835
677,7/29/2016 5:00,38.4090004
678,7/29/2016 6:00,38.76100159
679,7/29/2016 7:00,41.15299988
680,7/29/2016 8:00,42.77099991
681,7/29/2016 9:00,41.08300018
682,7/29/2016 10:00,41.64500046
683,7/29/2016 11:00,41.08300018
684,7/29/2016 12:00,40.02700043
685,7/29/2016 13:00,40.87200165
686,7/29/2016 14:00,43.68500137
687,7/29/2016 15:00,46.00699997
688,7/29/2016 16:00,44.59999847
689,7/29/2016 17:00,44.10800171
690,7/29/2016 18:00,40.16799927
691,7/29/2016 19:00,37.84700012
692,7/29/2016 20:00,39.74599838
693,7/29/2016 21:00,39.32400131
694,7/29/2016 22:00,39.88700104
695,7/29/2016 23:00,40.45000076
696,7/30/2016 0:00,40.87200165
697,7/30/2016 1:00,41.01200104
698,7/30/2016 2:00,40.52000046
699,7/30/2016 3:00,40.59000015
700,7/30/2016 4:00,39.18299866
701,7/30/2016 5:00,39.60499954
702,7/30/2016 6:00,39.18299866
703,7/30/2016 7:00,41.36399841
704,7/30/2016 8:00,44.31900024
705,7/30/2016 9:00,44.38899994
706,7/30/2016 10:00,43.82600021
707,7/30/2016 11:00,45.23300171
708,7/30/2016 12:00,44.03699875
709,7/30/2016 13:00,43.68500137
710,7/30/2016 14:00,44.52999878
711,7/30/2016 15:00,44.88100052
712,7/30/2016 16:00,44.38899994
713,7/30/2016 17:00,43.1230011
714,7/30/2016 18:00,40.80099869
715,7/30/2016 19:00,37.91699982
716,7/30/2016 20:00,35.59600067
717,7/30/2016 21:00,39.32400131
718,7/30/2016 22:00,38.19800186
719,7/30/2016 23:00,37.91699982
720,7/31/2016 0:00,38.26900101
721,7/31/2016 1:00,38.26900101
722,7/31/2016 2:00,38.26900101
723,7/31/2016 3:00,38.26900101
724,7/31/2016 4:00,38.26900101
725,7/31/2016 5:00,38.26900101
726,7/31/2016 6:00,38.26900101
727,7/31/2016 7:00,38.26900101
728,7/31/2016 8:00,38.26900101
729,7/31/2016 9:00,38.26900101
730,7/31/2016 10:00,38.26900101
731,7/31/2016 11:00,38.26900101
732,7/31/2016 12:00,38.26900101
733,7/31/2016 13:00,38.26900101
734,7/31/2016 14:00,38.26900101
735,7/31/2016 15:00,38.26900101
