date,0,1,2,3,4,5,6,OT
1990/4/1 0:00,,1.6763,,,0.211242,,,0.5739
1990/4/2 0:00,,1.6813,,,0.211242,,,0.57
1990/4/3 0:00,,1.684,,,0.211242,,,0.5708
1990/4/4 0:00,,1.677,,,0.211242,,,0.5725
1990/4/5 0:00,,1.68,,,0.211242,,,0.5728
1990/4/6 0:00,,1.6917,,,0.211242,,,0.5735
1990/4/7 0:00,,1.6908,,,0.211242,,,0.5725
1990/4/8 0:00,,1.6912,,,0.211242,,,0.5735
1990/4/9 0:00,,1.6915,,0.705219,0.211242,,,0.5735
1990/4/10 0:00,,,,0.708065,0.211242,,,0.5737
1990/4/11 0:00,,,,0.704225,0.211242,,,0.5739
1990/4/12 0:00,,,,0.701508,0.211242,0.00668,,0.5733
1990/4/13 0:00,,,,0.70932,0.211242,0.006628,,0.5741
1990/4/14 0:00,,,,0.70373,0.211242,0.006609,,0.5757
1990/4/15 0:00,,,,0.697837,0.211242,,,0.5768
1990/4/16 0:00,,,,0.696379,0.211242,,,0.5752
1990/4/17 0:00,,,,0.693963,0.211242,,,0.5768
1990/4/18 0:00,,,,0.69701,0.211242,,,0.5776
1990/4/19 0:00,,,,0.700035,,,,0.5819
1990/4/20 0:00,,,,0.695169,,,,0.5828
1990/4/21 0:00,,,,0.690703,,,,0.5812
1990/4/22 0:00,,,,0.694203,,,,0.5785
1990/4/23 0:00,,,,0.695894,,,,0.5783
1990/4/24 0:00,,,,,,,,0.5806
1990/4/25 0:00,,,,,,,0.540979,0.5823
1990/4/26 0:00,,,0.853242,,,,,0.5816
1990/4/27 0:00,,,0.852733,,,,,0.5823
1990/4/28 0:00,,,0.851716,,,,,0.583
1990/4/29 0:00,,,0.852951,,,,,0.5825
1990/4/30 0:00,,,0.851136,0.706464,,,,0.5875
1990/5/1 0:00,,,0.845881,0.709723,,,,0.586
1990/5/2 0:00,,,0.847889,0.708868,,,,0.5852
1990/5/3 0:00,,,0.85237,0.711238,,,,0.5873
1990/5/4 0:00,,,0.854336,,,,,0.5872
1990/5/5 0:00,0.7853,,0.854847,,,,,0.5872
1990/5/6 0:00,0.7916,1.745,0.857265,,0.211242,,,0.5883
1990/5/7 0:00,0.7964,,0.860659,,0.211242,,,0.5903
1990/5/8 0:00,0.7974,,0.860215,,0.211242,,,0.5902
1990/5/9 0:00,0.799,,0.859697,,0.211242,0.006633,,0.59
1990/5/10 0:00,0.7974,,0.859697,,,0.006621,,0.5903
1990/5/11 0:00,0.8025,,0.862664,,,0.006618,,0.5912
1990/5/12 0:00,0.8066,,0.864155,,,0.006716,,0.5933
1990/5/13 0:00,,,0.862292,,,0.006726,,0.5938
1990/5/14 0:00,,,0.862589,,,0.006729,,0.5881
1990/5/15 0:00,,,,,,0.00678,,0.5918
1990/5/16 0:00,,,,,,0.006754,,0.5892
1990/5/17 0:00,,,,,,0.006741,,0.5918
1990/5/18 0:00,,,,,,0.006789,,0.5928
1990/5/19 0:00,,,,,,0.006754,,0.5923
1990/5/20 0:00,,,,,,0.006713,0.550509,0.595
1990/5/21 0:00,,,,,,0.006736,0.55142,0.5937
1990/5/22 0:00,,,,,,0.006741,,0.5942
1990/5/23 0:00,,,0.868056,,,0.006717,,0.5918
1990/5/24 0:00,,,0.868282,,,0.006647,,0.5894
1990/5/25 0:00,,,0.867905,,,0.006684,,0.5888
1990/5/26 0:00,,,0.86783,,,0.006748,,0.591
1990/5/27 0:00,,1.86,0.867303,,,0.006843,,0.5918
1990/5/28 0:00,,1.855,0.866927,,,0.006791,,0.594
1990/5/29 0:00,,1.8492,0.86783,,,0.006684,,
1990/5/30 0:00,,1.8565,0.868432,,,0.006671,0.552792,
1990/5/31 0:00,,,0.870701,,,0.006678,0.554324,
1990/6/1 0:00,0.7925,,0.869338,,,0.006676,0.554324,
1990/6/2 0:00,0.7953,,0.870322,0.744048,,0.00666,0.55325,
1990/6/3 0:00,0.7992,,0.87184,0.747105,,0.006675,0.55371,
1990/6/4 0:00,0.7977,,0.87146,0.746826,,0.00666,0.553863,
1990/6/5 0:00,0.8025,,0.87184,0.75959,,0.006651,0.555864,
1990/6/6 0:00,0.8061,,0.873057,0.765697,,0.00669,0.556174,
1990/6/7 0:00,0.8071,,0.874508,0.773395,,0.006782,0.556793,0.618
1990/6/8 0:00,0.8045,,0.870928,0.767165,,0.006739,0.556793,0.6173
1990/6/9 0:00,0.807,,0.873744,0.780336,,0.006776,0.558347,0.619
1990/6/10 0:00,0.808,,0.874279,0.774114,,0.006809,0.558659,0.6197
1990/6/11 0:00,0.8162,,0.877578,0.777122,,0.006831,0.558815,0.622
1990/6/12 0:00,0.8205,,0.879894,0.785238,,0.006861,0.559597,0.6258
1990/6/13 0:00,0.8293,,0.883704,0.793336,,0.006821,0.56338,0.6308
1990/6/14 0:00,0.833,,0.88199,0.788333,,0.006824,0.562588,0.6295
1990/6/15 0:00,0.8311,,0.879353,,,0.006923,0.563539,0.628
1990/6/16 0:00,0.8302,,0.875503,,,0.00697,0.566893,0.6313
1990/6/17 0:00,0.8325,,0.878889,,,0.006963,0.566893,0.6303
1990/6/18 0:00,0.8168,,0.872981,,,0.00693,0.566572,0.6132
1990/6/19 0:00,,,0.866176,,,0.006948,0.566572,0.6153
1990/6/20 0:00,,,,,,0.006966,0.566893,0.6165
1990/6/21 0:00,,,,,,0.007058,0.572082,0.624
1990/6/22 0:00,,,,,,,0.568505,0.6255
1990/6/23 0:00,,,,,,,0.562493,0.6233
1990/6/24 0:00,,,,,,,0.565131,0.6202
1990/6/25 0:00,,,,,,,0.565291,0.6185
1990/6/26 0:00,,,0.859993,,,,0.564653,0.6215
1990/6/27 0:00,,1.8767,0.858811,,,,0.561167,0.624
1990/6/28 0:00,,1.8985,0.85859,,,,0.564334,0.6275
1990/6/29 0:00,,1.9025,0.862515,,,,0.566412,0.623
1990/6/30 0:00,,1.918,0.863931,,,,0.566251,
1990/7/1 0:00,,1.8847,0.863931,,,,0.566412,
1990/7/2 0:00,,1.8683,0.866101,,,,0.566091,
1990/7/3 0:00,,1.846,0.867152,,,,0.565131,
1990/7/4 0:00,,1.884,0.869338,,,,0.565931,
1990/7/5 0:00,,1.8768,0.869943,,,,0.565931,
1990/7/6 0:00,,1.864,0.867002,,,,0.565931,
1990/7/7 0:00,,1.871,0.865576,,,,0.567054,
1990/7/8 0:00,,1.8735,0.864678,,,,0.566412,
1990/7/9 0:00,,1.889,0.867378,,,,0.567859,
1990/7/10 0:00,,1.8885,0.867303,,0.211242,,0.567698,
1990/7/11 0:00,,1.898,0.868282,,0.211242,,,
1990/7/12 0:00,,1.9118,0.870398,,0.211242,,,
1990/7/13 0:00,,1.9465,0.866176,,0.211242,,,
1990/7/14 0:00,,,0.86881,,0.211242,,,
1990/7/15 0:00,,,0.869565,,0.211242,,,
1990/7/16 0:00,,,0.868508,,0.211242,,,
1990/7/17 0:00,,,0.871688,,0.211242,,,
1990/7/18 0:00,,,0.86783,,,,,
1990/7/19 0:00,,,,,,,0.580046,
1990/7/20 0:00,,,,0.785238,,,0.582242,
1990/7/21 0:00,,,,0.784929,,,0.586166,
1990/7/22 0:00,,,,0.787402,,,0.583601,
1990/7/23 0:00,,,,0.780031,,,0.58548,
1990/7/24 0:00,,,,0.780214,,,0.584112,
1990/7/25 0:00,,,,0.787402,,,,
1990/7/26 0:00,,,,0.783085,,,,
1990/7/27 0:00,,,,0.78064,,,,
1990/7/28 0:00,,,,0.777001,,,,0.613
1990/7/29 0:00,,,,0.775494,,,,
1990/7/30 0:00,0.7848,,,,,,,
1990/7/31 0:00,0.7837,,,,0.211242,,,
1990/8/1 0:00,0.7765,,,,0.211242,,,
1990/8/2 0:00,0.782,,,,0.211242,,,
1990/8/3 0:00,0.787,,,,,,0.58651,
1990/8/4 0:00,0.7785,,,,,0.007803,0.587372,
1990/8/5 0:00,0.7781,,,,,0.007698,0.585309,
1990/8/6 0:00,0.7794,,,,0.211242,0.007708,0.584112,0.6105
1990/8/7 0:00,0.7725,,,,0.211242,0.007716,0.584283,0.6125
1990/8/8 0:00,0.7707,,,,0.211242,0.007715,0.583601,0.61
1990/8/9 0:00,0.772,,,,0.211242,0.007736,0.584283,0.6095
1990/8/10 0:00,0.7635,,,,,0.007752,,0.6095
1990/8/11 0:00,0.7653,,,,,0.007755,,0.6118
1990/8/12 0:00,0.7635,,,,,0.007834,,0.6125
1990/8/13 0:00,0.7658,,,,,0.007852,,0.6137
1990/8/14 0:00,0.7663,,,,,0.007767,,0.6119
1990/8/15 0:00,0.7684,,,,,0.007792,,0.6113
1990/8/16 0:00,0.7691,,,,,0.007701,,0.61
1990/8/17 0:00,0.7722,,,,,0.00755,,0.6092
1990/8/18 0:00,0.774,,,,,0.007513,,0.609
1990/8/19 0:00,,,,,,0.00744,,0.61
1990/8/20 0:00,,,,,,,,0.6093
1990/8/21 0:00,,,,,,,0.581564,0.609
1990/8/22 0:00,,1.938,,,0.191015,,0.581903,0.6008
1990/8/23 0:00,,1.95,,,0.191015,,0.582072,0.6025
1990/8/24 0:00,,1.9425,,,0.191015,,0.584283,0.6043
1990/8/25 0:00,,1.939,,,0.191015,,0.58326,0.6005
1990/8/26 0:00,0.766,1.944,,,0.191015,,0.583431,0.6011
1990/8/27 0:00,0.7581,1.9435,,,0.191015,,0.584454,0.596
1990/8/28 0:00,,1.9391,,,0.191015,,0.58309,0.5985
1990/8/29 0:00,,1.9285,,,0.191015,,0.582751,0.5913
1990/8/30 0:00,,1.935,,,0.191015,,0.580552,0.5872
1990/8/31 0:00,,1.931,,,0.191015,,0.578704,0.5997
1990/9/1 0:00,,1.906,,0.775314,0.191015,,0.576037,0.59
1990/9/2 0:00,,1.885,,0.763942,0.191015,,0.573559,0.586
1990/9/3 0:00,,1.867,,0.759878,0.191015,,0.573559,0.5855
1990/9/4 0:00,,1.885,,0.765111,0.191015,,0.569801,0.586
1990/9/5 0:00,,1.887,,0.765697,0.191015,,0.569963,0.585
1990/9/6 0:00,,1.921,,0.781555,0.191015,,0.573559,0.5855
1990/9/7 0:00,,,,0.783085,0.191015,,0.574713,0.5865
1990/9/8 0:00,,,,0.792267,0.191015,,0.573559,0.5918
1990/9/9 0:00,,,,0.789578,0.191015,,0.573394,0.5935
1990/9/10 0:00,,,,0.784006,,,0.570939,0.5911
1990/9/11 0:00,,,,0.773934,,,0.568828,
1990/9/12 0:00,,,,0.776398,,,0.568182,
1990/9/13 0:00,,,,0.785423,,,0.568343,
1990/9/14 0:00,,,,0.776096,,,0.56899,
1990/9/15 0:00,,,,0.78125,,,0.568505,
1990/9/16 0:00,,,,,,,0.566733,
1990/9/17 0:00,,,,,,,0.566893,0.594
1990/9/18 0:00,,,,,,,0.565611,0.5972
1990/9/19 0:00,,,,,,,0.572902,0.5943
1990/9/20 0:00,,,,0.792393,,0.00753,0.572902,0.5947
1990/9/21 0:00,,,,0.794786,,0.007593,0.577367,0.596
1990/9/22 0:00,,,,0.797957,,0.007552,0.576535,0.596
1990/9/23 0:00,,,,0.794913,,0.007563,0.579206,0.5968
1990/9/24 0:00,,,,,,0.00756,0.579206,0.5966
1990/9/25 0:00,,,,,,0.007564,0.579206,0.5975
1990/9/26 0:00,,,,,,0.007603,0.579374,0.6002
1990/9/27 0:00,,,,,,0.007599,0.578369,0.5995
1990/9/28 0:00,,,,,,0.007607,0.577034,0.5987
1990/9/29 0:00,,,,,,0.007607,0.577367,0.5997
1990/9/30 0:00,,,,,,0.007629,0.581734,0.6002
1990/10/1 0:00,,,,,,0.007708,0.583431,
1990/10/2 0:00,,,,,,0.007791,0.584283,
1990/10/3 0:00,,,,,,0.007816,0.584112,
1990/10/4 0:00,,1.987,,,,0.007819,0.583771,
1990/10/5 0:00,,1.997,,,,0.00783,0.584966,
1990/10/6 0:00,,1.9915,,,,0.007794,0.583771,0.6032
1990/10/7 0:00,,1.9918,,,,0.007747,0.586166,0.6071
1990/10/8 0:00,,1.98,,,,0.007704,0.585309,
1990/10/9 0:00,,1.9705,,,,0.007666,0.584283,
1990/10/10 0:00,,1.9515,,,,0.007602,0.58072,
1990/10/11 0:00,,1.947,,,,0.007587,0.581058,
1990/10/12 0:00,,1.9571,,0.784745,,0.00761,0.58072,
1990/10/13 0:00,,1.9437,,0.775494,,0.007564,,
1990/10/14 0:00,,1.923,,0.766871,,0.007499,,
1990/10/15 0:00,0.784,1.9205,,0.766284,,0.007527,0.579206,
1990/10/16 0:00,0.7836,1.9155,,0.759878,,0.00756,0.578536,
1990/10/17 0:00,0.7853,1.91,,0.753863,,0.007522,0.579374,
1990/10/18 0:00,0.7848,1.898,,0.750751,,0.007432,0.577868,
1990/10/19 0:00,0.7763,1.8965,,0.746269,,0.007377,0.576369,
1990/10/20 0:00,0.7727,1.9017,,0.748783,,0.007386,0.576868,
1990/10/21 0:00,0.7669,1.8505,,0.729661,,0.007241,0.572181,
1990/10/22 0:00,0.7673,1.858,,0.733945,,0.007337,0.573559,
1990/10/23 0:00,0.7651,1.856,,0.730194,,0.007331,0.572574,
1990/10/24 0:00,0.7688,1.8555,,0.730727,,0.007356,0.572082,
1990/10/25 0:00,0.7713,1.8305,,0.720825,,,0.570776,
1990/10/26 0:00,0.7679,1.791,,0.708215,,,0.568182,
1990/10/27 0:00,0.7696,1.765,,0.700035,,,0.565611,
1990/10/28 0:00,0.7683,1.7765,,0.702741,,,0.564653,
1990/10/29 0:00,0.7712,1.792,,0.708968,0.191015,,0.564972,
1990/10/30 0:00,0.773,1.7895,,0.709572,0.191015,,0.565291,
1990/10/31 0:00,0.771,1.764,,0.69979,0.191015,,0.564653,
1990/11/1 0:00,0.7713,1.7533,,0.696718,0.191015,,0.560538,
1990/11/2 0:00,0.7742,,,0.687521,0.191015,,0.558347,
1990/11/3 0:00,0.775,,,0.687049,0.191015,,0.557414,
1990/11/4 0:00,0.773,,0.862441,0.692041,0.191015,,0.558659,
1990/11/5 0:00,,,0.863185,0.695314,0.191015,,0.558971,
1990/11/6 0:00,,,0.865052,0.702099,0.191015,,0.560067,
1990/11/7 0:00,,,0.865276,0.706165,0.191015,,0.567215,
1990/11/8 0:00,,,0.865276,0.713521,0.191015,,0.564653,
1990/11/9 0:00,,,,0.704722,0.191015,,0.567537,
1990/11/10 0:00,,,,0.698227,0.191015,,0.564972,
1990/11/11 0:00,,,,0.707965,0.189204,,0.565611,
1990/11/12 0:00,,,0.867905,0.702247,0.189204,,0.56899,
1990/11/13 0:00,,,0.869717,0.708215,0.189204,,0.568505,
1990/11/14 0:00,,,0.868961,0.701016,0.189297,,0.568505,
1990/11/15 0:00,,,0.869717,0.702494,0.189297,,0.570125,
1990/11/16 0:00,,,0.870474,0.705219,0.189297,,0.571429,
1990/11/17 0:00,,,0.868885,0.701262,0.189297,,0.572082,
1990/11/18 0:00,,,0.867679,0.693001,0.189072,,0.568828,0.5909
1990/11/19 0:00,,,0.865801,0.679579,0.188754,,0.562588,0.5885
1990/11/20 0:00,,,0.862441,0.675219,0.188384,,0.560852,0.5841
1990/11/21 0:00,,,0.864828,0.685166,0.188551,,0.561956,0.5885
1990/11/22 0:00,,,0.865801,0.680365,0.188551,,0.56338,0.5843
1990/11/23 0:00,,,0.867303,0.682221,0.188551,,0.562272,0.5843
1990/11/24 0:00,,,0.868131,0.675904,0.188551,,0.563857,0.585
1990/11/25 0:00,,,0.867002,0.673854,0.188551,,0.560381,0.5847
1990/11/26 0:00,,,0.868056,0.692041,0.188654,,0.568828,0.588
1990/11/27 0:00,,,,0.685401,0.188654,,0.566251,0.5853
1990/11/28 0:00,,,,0.677507,0.188654,,0.563222,0.5848
1990/11/29 0:00,,,,0.68018,0.187966,0.007222,0.564016,0.5875
1990/11/30 0:00,,,,0.685401,0.187966,0.007249,0.566251,
1990/12/1 0:00,,,,0.682594,0.187966,0.007228,0.564493,
1990/12/2 0:00,,1.704,,0.678887,0.187744,0.007179,0.564334,
1990/12/3 0:00,,1.719,,0.685401,0.187744,0.007207,0.564653,
1990/12/4 0:00,,1.7315,,0.692521,0.187744,0.007173,,
1990/12/5 0:00,,1.7383,,0.698227,0.187744,0.007239,,0.5881
1990/12/6 0:00,,,,0.698568,0.187966,0.007247,,0.5896
1990/12/7 0:00,,,,0.693963,0.187966,0.00727,,0.5912
1990/12/8 0:00,,,,0.67981,0.187966,0.00722,,0.5902
1990/12/9 0:00,,,,0.685542,0.187505,0.007235,,
1990/12/10 0:00,,,,0.689893,,0.007273,,
1990/12/11 0:00,,,,0.684932,,0.007244,,
1990/12/12 0:00,,,,0.686672,,0.007261,,
1990/12/13 0:00,,,,0.687474,,0.007225,,
1990/12/14 0:00,,,,,,0.007257,,
1990/12/15 0:00,,,,,,0.007236,,
1990/12/16 0:00,,,,,,0.007254,,
1990/12/17 0:00,,,,,,0.007223,,
1990/12/18 0:00,0.7575,,,,,0.00719,,
1990/12/19 0:00,0.76,,,,,0.007212,,
1990/12/20 0:00,0.7603,,,,,0.007188,,
1990/12/21 0:00,0.7507,,,,,,,
1990/12/22 0:00,0.7515,,,,,,,
1990/12/23 0:00,0.752,,,,,,,
1990/12/24 0:00,0.755,,,,,,,
1990/12/25 0:00,0.7548,,,,,,,
1990/12/26 0:00,0.754,,,,,,,
1990/12/27 0:00,0.7598,,,,,,,
1990/12/28 0:00,0.763,,,,,,,
1990/12/29 0:00,0.7631,,,,,,,0.5753
1990/12/30 0:00,0.7641,,,,0.186254,,,0.576
1990/12/31 0:00,0.765,,,,0.186254,,,0.5752
1991/1/1 0:00,0.7645,,,,0.186254,,,0.575
1991/1/2 0:00,0.765,,,,0.186254,,,0.5755
1991/1/3 0:00,0.767,,,,0.186254,,,0.5763
1991/1/4 0:00,0.7675,,,0.645369,0.186254,,,0.5773
1991/1/5 0:00,0.767,,,0.641766,0.186254,,,0.5754
1991/1/6 0:00,0.7651,,,0.638978,0.186254,,,
1991/1/7 0:00,0.7643,,,0.632711,0.185929,,,
1991/1/8 0:00,0.7642,,,0.631712,0.185711,,,
1991/1/9 0:00,0.7651,,,0.634719,0.185711,0.007228,,
1991/1/10 0:00,0.7665,,,0.639591,0.185912,0.007208,,
1991/1/11 0:00,0.765,,,0.635526,0.186074,0.007212,,
1991/1/12 0:00,0.7664,,,0.636132,0.186074,0.007219,,
1991/1/13 0:00,0.7664,,,0.62901,0.186074,0.007216,0.568666,
1991/1/14 0:00,0.77,,,0.645203,0.186074,0.007313,0.571102,
1991/1/15 0:00,0.7738,,,0.646078,0.186293,0.007315,0.571102,0.5627
1991/1/16 0:00,0.7755,,,0.64041,0.186293,0.007291,,0.5645
1991/1/17 0:00,0.776,,,0.643708,0.186293,0.00731,,0.5648
1991/1/18 0:00,0.773,,,0.651254,0.186293,0.00731,,0.563
1991/1/19 0:00,0.7785,,,0.660066,0.186293,0.007329,,0.5674
1991/1/20 0:00,0.7755,,,0.656599,0.18655,0.007275,,0.5667
1991/1/21 0:00,0.7738,,,0.655523,0.18655,0.0073,,0.565
1991/1/22 0:00,0.7751,,,0.661463,0.18655,,,0.5664
1991/1/23 0:00,0.7758,,,0.660066,0.18655,,,0.571
1991/1/24 0:00,0.7761,,,0.652529,0.18655,,,0.5712
1991/1/25 0:00,0.7792,,,0.654108,,,,0.5711
1991/1/26 0:00,0.778,,,0.655308,,0.007277,,0.5708
1991/1/27 0:00,0.7765,,,0.651169,,0.007264,,
1991/1/28 0:00,0.779,,,0.66313,,0.007313,,
1991/1/29 0:00,,,,0.667111,,0.007316,,
1991/1/30 0:00,,,,0.668807,,0.007368,,
1991/1/31 0:00,,,,0.66912,,0.007361,,
1991/2/1 0:00,0.7825,,,0.66335,,0.007328,,
1991/2/2 0:00,0.7835,,,0.660066,,0.007305,,0.5711
1991/2/3 0:00,0.7839,,,0.662252,,0.007324,,0.5717
1991/2/4 0:00,0.7825,,,0.660502,,0.007325,,0.5738
1991/2/5 0:00,0.7821,,,0.658545,,0.00732,,0.573
1991/2/6 0:00,0.7785,,,0.656599,,0.007328,,0.5731
1991/2/7 0:00,0.7776,,,0.64914,,0.007286,,0.5732
1991/2/8 0:00,0.779,,,0.644745,,0.007231,,0.5705
1991/2/9 0:00,0.7815,,,0.645786,,0.007275,,0.575
1991/2/10 0:00,0.784,,,0.656599,0.18557,0.00731,,0.5753
1991/2/11 0:00,0.7871,,,0.664452,,0.00733,,0.5755
1991/2/12 0:00,0.7855,,,0.652742,,0.007294,,0.5742
1991/2/13 0:00,,,,0.654664,,0.007299,,0.5735
1991/2/14 0:00,,,,0.656728,,0.007299,0.580215,0.573
1991/2/15 0:00,,,,,,0.007321,0.580383,0.5741
1991/2/16 0:00,,,,,,0.007299,0.581564,0.575
1991/2/17 0:00,,,,,,0.007307,0.581564,0.5744
1991/2/18 0:00,,,,,,0.007352,0.581903,0.5723
1991/2/19 0:00,,,,,,0.007391,0.581903,0.5745
1991/2/20 0:00,,,,,,0.00736,0.581734,0.5798
1991/2/21 0:00,,,,,,0.007345,0.582411,0.5814
1991/2/22 0:00,,,,,,0.00741,0.587027,0.5825
1991/2/23 0:00,,,,,,0.007416,0.587027,0.5822
1991/2/24 0:00,,,,,,0.00741,0.587027,0.582
1991/2/25 0:00,,,,,,0.007459,0.588582,0.5843
1991/2/26 0:00,,,,,,0.007464,0.588408,0.5863
